name,peak_coeff,est,lower_ci,upper_ci,successes,trials,scenario,simulation
B,0.7,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",39
A,0.8,0.8,0.109967765943609,0.994942842911076,9,10,"BASE - Delta: 10, 1/10 ",39
B,0.8,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",39
A,0.9,0.846153846153846,0.279405129464245,0.996108743005307,12,13,"BASE - Delta: 10, 1/10 ",39
B,0.9,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",39
A,1,0.866666666666667,0.361030866843394,0.996627139517295,14,15,"BASE - Delta: 10, 1/10 ",39
B,1,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",39
A,0.7,1,-0.204729271232949,1,4,4,"BASE - Delta: 10, 1/10 ",40
B,0.7,1,1,1,,,"BASE - Delta: 10, 1/10 ",40
A,0.8,1,0.327465766240114,1,9,9,"BASE - Delta: 10, 1/10 ",40
B,0.8,1,1,1,,,"BASE - Delta: 10, 1/10 ",40
A,0.9,1,0.505894723999058,1,13,13,"BASE - Delta: 10, 1/10 ",40
B,0.9,1,1,1,,,"BASE - Delta: 10, 1/10 ",40
A,1,1,0.609871354061814,1,17,17,"BASE - Delta: 10, 1/10 ",40
B,1,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",40
A,0.7,1,0.0814837471201992,1,6,6,"BASE - Delta: 10, 1/10 ",41
B,0.7,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",41
A,0.8,0.8,0.109967765943609,0.994942842911076,9,10,"BASE - Delta: 10, 1/10 ",41
B,0.8,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",41
A,0.9,0.733333333333333,0.190794606793256,0.966848173119833,13,15,"BASE - Delta: 10, 1/10 ",41
B,0.9,-1,-1,0.415196452357427,0,3,"BASE - Delta: 10, 1/10 ",41
A,1,0.733333333333333,0.190794606793256,0.966848173119833,13,15,"BASE - Delta: 10, 1/10 ",41
B,1,-1,-1,0.204729271232949,0,4,"BASE - Delta: 10, 1/10 ",41
A,0.7,1,0.383005784362478,1,10,10,"BASE - Delta: 10, 1/10 ",42
B,0.7,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",42
A,0.8,0.833333333333333,0.230407669698112,0.99578481353628,11,12,"BASE - Delta: 10, 1/10 ",42
B,0.8,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,"BASE - Delta: 10, 1/10 ",42
A,0.9,0.764705882352941,0.271181675797499,0.970841366319395,15,17,"BASE - Delta: 10, 1/10 ",42
B,0.9,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,"BASE - Delta: 10, 1/10 ",42
A,1,0.777777777777778,0.305759122782656,0.972497568671271,16,18,"BASE - Delta: 10, 1/10 ",42
B,1,-0.6,-0.989898473241064,0.432835872236179,1,5,"BASE - Delta: 10, 1/10 ",42
A,0.7,0.333333333333333,-0.811401351899508,0.983192482680775,2,3,"BASE - Delta: 10, 1/10 ",43
B,0.7,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",43
A,0.8,0.5,-0.611759100633513,0.98738107358058,3,4,"BASE - Delta: 10, 1/10 ",43
B,0.8,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",43
A,0.9,0.6,-0.432835872236179,0.989898473241064,4,5,"BASE - Delta: 10, 1/10 ",43
B,0.9,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",43
A,1,0.833333333333333,0.230407669698112,0.99578481353628,11,12,"BASE - Delta: 10, 1/10 ",43
B,1,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",43
A,0.7,0.777777777777778,0.035006970165326,0.994381726506802,8,9,"BASE - Delta: 10, 1/10 ",44
B,0.7,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,"BASE - Delta: 10, 1/10 ",44
A,0.8,0.692307692307692,0.0910578886468847,0.961586656034943,11,13,"BASE - Delta: 10, 1/10 ",44
B,0.8,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,"BASE - Delta: 10, 1/10 ",44
A,0.9,0.8,0.366034571961835,0.97530294565941,18,20,"BASE - Delta: 10, 1/10 ",44
B,0.9,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,"BASE - Delta: 10, 1/10 ",44
A,1,0.818181818181818,0.416774516892133,0.977588827951698,20,22,"BASE - Delta: 10, 1/10 ",44
B,1,-0.5,-0.98738107358058,0.611759100633513,1,4,"BASE - Delta: 10, 1/10 ",44
A,0.7,0,-0.97484176581315,0.97484176581315,1,2,"BASE - Delta: 10, 1/10 ",45
B,0.7,1,-0.95,1,1,1,"BASE - Delta: 10, 1/10 ",45
A,0.8,0.5,-0.611759100633513,0.98738107358058,3,4,"BASE - Delta: 10, 1/10 ",45
B,0.8,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,"BASE - Delta: 10, 1/10 ",45
A,0.9,0.666666666666667,0.0317245026280659,0.958274949079815,10,12,"BASE - Delta: 10, 1/10 ",45
B,0.9,-0.5,-0.98738107358058,0.611759100633513,1,4,"BASE - Delta: 10, 1/10 ",45
A,1,0.764705882352941,0.271181675797499,0.970841366319395,15,17,"BASE - Delta: 10, 1/10 ",45
B,1,-0.5,-0.98738107358058,0.611759100633513,1,4,"BASE - Delta: 10, 1/10 ",45
A,0.7,1,-0.683772233983162,1,2,2,"BASE - Delta: 10, 1/10 ",46
B,0.7,-1,-1,0.415196452357427,0,3,"BASE - Delta: 10, 1/10 ",46
A,0.8,1,0.0814837471201992,1,6,6,"BASE - Delta: 10, 1/10 ",46
B,0.8,-1,-1,0.415196452357427,0,3,"BASE - Delta: 10, 1/10 ",46
A,0.9,0.777777777777778,0.035006970165326,0.994381726506802,8,9,"BASE - Delta: 10, 1/10 ",46
B,0.9,-1,-1,0.415196452357427,0,3,"BASE - Delta: 10, 1/10 ",46
A,1,0.692307692307692,0.0910578886468847,0.961586656034943,11,13,"BASE - Delta: 10, 1/10 ",46
B,1,-1,-1,0.415196452357427,0,3,"BASE - Delta: 10, 1/10 ",46
A,0.7,1,0.327465766240114,1,9,9,"BASE - Delta: 10, 1/10 ",47
B,0.7,0,-0.97484176581315,0.97484176581315,1,2,"BASE - Delta: 10, 1/10 ",47
A,0.8,1,0.470703061205898,1,12,12,"BASE - Delta: 10, 1/10 ",47
B,0.8,0,-0.97484176581315,0.97484176581315,1,2,"BASE - Delta: 10, 1/10 ",47
A,0.9,0.777777777777778,0.305759122782656,0.972497568671271,16,18,"BASE - Delta: 10, 1/10 ",47
B,0.9,-0.6,-0.989898473241064,0.432835872236179,1,5,"BASE - Delta: 10, 1/10 ",47
A,1,0.80952380952381,0.392451186172152,0.976501364231108,19,21,"BASE - Delta: 10, 1/10 ",47
B,1,-0.75,-0.993680552937496,0.0530193417504132,1,8,"BASE - Delta: 10, 1/10 ",47
A,0.7,0.5,-0.611759100633513,0.98738107358058,3,4,"BASE - Delta: 10, 1/10 ",48
B,0.7,-1,-1,0.204729271232949,0,4,"BASE - Delta: 10, 1/10 ",48
A,0.8,0.428571428571429,-0.419158272525315,0.926614867647829,5,7,"BASE - Delta: 10, 1/10 ",48
B,0.8,-1,-1,0.204729271232949,0,4,"BASE - Delta: 10, 1/10 ",48
A,0.9,0.4,-0.304905700119995,0.866520977644531,7,10,"BASE - Delta: 10, 1/10 ",48
B,0.9,-1,-1,0.0436475002099628,0,5,"BASE - Delta: 10, 1/10 ",48
A,1,0.6,0.038217732386294,0.913375989788327,12,15,"BASE - Delta: 10, 1/10 ",48
B,1,-0.666666666666667,-0.991578510971021,0.28246915799535,1,6,"BASE - Delta: 10, 1/10 ",48
A,0.7,0.75,-0.0530193417504132,0.993680552937496,7,8,"BASE - Delta: 10, 1/10 ",49
B,0.7,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",49
A,0.8,0.8,0.109967765943609,0.994942842911076,9,10,"BASE - Delta: 10, 1/10 ",49
B,0.8,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",49
A,0.9,0.8,0.109967765943609,0.994942842911076,9,10,"BASE - Delta: 10, 1/10 ",49
B,0.9,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",49
A,1,0.733333333333333,0.190794606793256,0.966848173119833,13,15,"BASE - Delta: 10, 1/10 ",49
B,1,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",49
A,0.7,0.75,-0.0530193417504132,0.993680552937496,7,8,"BASE - Delta: 10, 1/10 ",50
B,0.7,1,-1,1,1,1,"BASE - Delta: 10, 1/10 ",50
A,0.8,0.8,0.109967765943609,0.994942842911076,9,10,"BASE - Delta: 10, 1/10 ",50
B,0.8,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",50
A,0.9,0.857142857142857,0.322631020136358,0.996386438681749,13,14,"BASE - Delta: 10, 1/10 ",50
B,0.9,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",50
A,1,0.882352941176471,0.426221206665559,0.997023651217467,16,17,"BASE - Delta: 10, 1/10 ",50
B,1,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",50
A,0.7,1,1,1,,,"BASE - Delta: 10, 1/10 ",51
B,0.7,1,1,1,,,"BASE - Delta: 10, 1/10 ",51
A,0.8,1,1,1,,,"BASE - Delta: 10, 1/10 ",51
B,0.8,1,-1,1,1,1,"BASE - Delta: 10, 1/10 ",51
A,0.9,1,1,1,,,"BASE - Delta: 10, 1/10 ",51
B,0.9,1,-1,1,1,1,"BASE - Delta: 10, 1/10 ",51
A,1,1,1,1,,,"BASE - Delta: 10, 1/10 ",51
B,1,1,-1,1,1,1,"BASE - Delta: 10, 1/10 ",51
A,0.7,1,0.327465766240114,1,9,9,"BASE - Delta: 10, 1/10 ",52
B,0.7,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",52
A,0.8,1,0.470703061205898,1,12,12,"BASE - Delta: 10, 1/10 ",52
B,0.8,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",52
A,0.9,1,0.536728476699767,1,14,14,"BASE - Delta: 10, 1/10 ",52
B,0.9,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",52
A,1,0.888888888888889,0.454112800653263,0.997188887665261,17,18,"BASE - Delta: 10, 1/10 ",52
B,1,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",52
A,0.7,1,-0.204729271232949,1,4,4,"BASE - Delta: 10, 1/10 ",53
B,0.7,-1,-1,0.204729271232949,0,4,"BASE - Delta: 10, 1/10 ",53
A,0.8,0.75,-0.0530193417504132,0.993680552937496,7,8,"BASE - Delta: 10, 1/10 ",53
B,0.8,-1,-1,0.204729271232949,0,4,"BASE - Delta: 10, 1/10 ",53
A,0.9,0.8,0.109967765943609,0.994942842911076,9,10,"BASE - Delta: 10, 1/10 ",53
B,0.9,-1,-1,0.204729271232949,0,4,"BASE - Delta: 10, 1/10 ",53
A,1,0.888888888888889,0.454112800653263,0.997188887665261,17,18,"BASE - Delta: 10, 1/10 ",53
B,1,-1,-1,0.204729271232949,0,4,"BASE - Delta: 10, 1/10 ",53
A,0.7,1,-0.415196452357427,1,3,3,"BASE - Delta: 10, 1/10 ",54
B,0.7,-0.666666666666667,-0.991578510971021,0.28246915799535,1,6,"BASE - Delta: 10, 1/10 ",54
A,0.8,1,0.0814837471201992,1,6,6,"BASE - Delta: 10, 1/10 ",54
B,0.8,-0.714285714285714,-0.992779406276199,0.15744639408639,1,7,"BASE - Delta: 10, 1/10 ",54
A,0.9,0.818181818181818,0.174440166023235,0.995402055572372,10,11,"BASE - Delta: 10, 1/10 ",54
B,0.9,-0.714285714285714,-0.992779406276199,0.15744639408639,1,7,"BASE - Delta: 10, 1/10 ",54
A,1,0.857142857142857,0.322631020136358,0.996386438681749,13,14,"BASE - Delta: 10, 1/10 ",54
B,1,-0.75,-0.993680552937496,0.0530193417504132,1,8,"BASE - Delta: 10, 1/10 ",54
A,0.7,1,0.180767205549993,1,7,7,"BASE - Delta: 10, 1/10 ",55
B,0.7,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",55
A,0.8,1,0.327465766240114,1,9,9,"BASE - Delta: 10, 1/10 ",55
B,0.8,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",55
A,0.9,0.8,0.109967765943609,0.994942842911076,9,10,"BASE - Delta: 10, 1/10 ",55
B,0.9,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",55
A,1,0.857142857142857,0.322631020136358,0.996386438681749,13,14,"BASE - Delta: 10, 1/10 ",55
B,1,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",55
A,0.7,-1,-1,-1,6,7,"BASE - Delta: 10, 1/10 ",56
B,0.7,1,1,1,,,"BASE - Delta: 10, 1/10 ",56
A,0.8,-1,-1,-1,9,11,"BASE - Delta: 10, 1/10 ",56
B,0.8,1,1,1,,,"BASE - Delta: 10, 1/10 ",56
A,0.9,-1,-1,-1,13,15,"BASE - Delta: 10, 1/10 ",56
B,0.9,1,1,1,,,"BASE - Delta: 10, 1/10 ",56
A,1,-1,-1,-1,25,27,"BASE - Delta: 10, 1/10 ",56
B,1,1,1,1,,,"BASE - Delta: 10, 1/10 ",56
A,0.7,1,-0.415196452357427,1,3,3,"BASE - Delta: 10, 1/10 ",57
B,0.7,-1,-1,0.415196452357427,0,3,"BASE - Delta: 10, 1/10 ",57
A,0.8,1,0.0814837471201992,1,6,6,"BASE - Delta: 10, 1/10 ",57
B,0.8,-1,-1,0.415196452357427,0,3,"BASE - Delta: 10, 1/10 ",57
A,0.9,1,0.327465766240114,1,9,9,"BASE - Delta: 10, 1/10 ",57
B,0.9,-1,-1,0.415196452357427,0,3,"BASE - Delta: 10, 1/10 ",57
A,1,1,0.563961278178932,1,15,15,"BASE - Delta: 10, 1/10 ",57
B,1,-1,-1,0.415196452357427,0,3,"BASE - Delta: 10, 1/10 ",57
A,0.7,0.5,-0.301711588825648,0.936291947500111,6,8,"BASE - Delta: 10, 1/10 ",58
B,0.7,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",58
A,0.8,0.6,0.038217732386294,0.913375989788327,12,15,"BASE - Delta: 10, 1/10 ",58
B,0.8,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",58
A,0.9,0.473684210526316,-0.0240586906917457,0.817068430184667,14,19,"BASE - Delta: 10, 1/10 ",58
B,0.9,-1,-1,0.415196452357427,0,3,"BASE - Delta: 10, 1/10 ",58
A,1,0.583333333333333,0.156974312725495,0.85736276560389,19,24,"BASE - Delta: 10, 1/10 ",58
B,1,-1,-1,0.415196452357427,0,3,"BASE - Delta: 10, 1/10 ",58
A,0.7,1,0.0814837471201992,1,6,6,"BASE - Delta: 10, 1/10 ",59
B,0.7,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",59
A,0.8,0.75,-0.0530193417504132,0.993680552937496,7,8,"BASE - Delta: 10, 1/10 ",59
B,0.8,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",59
A,0.9,0.692307692307692,0.0910578886468847,0.961586656034943,11,13,"BASE - Delta: 10, 1/10 ",59
B,0.9,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",59
A,1,0.75,0.233047526301473,0.968972792369172,14,16,"BASE - Delta: 10, 1/10 ",59
B,1,-1,-1,0.204729271232949,0,4,"BASE - Delta: 10, 1/10 ",59
A,0.7,1,-0.204729271232949,1,4,4,"BASE - Delta: 10, 1/10 ",60
B,0.7,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",60
A,0.8,1,0.0814837471201992,1,6,6,"BASE - Delta: 10, 1/10 ",60
B,0.8,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",60
A,0.9,1,0.327465766240114,1,9,9,"BASE - Delta: 10, 1/10 ",60
B,0.9,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",60
A,1,0.882352941176471,0.426221206665559,0.997023651217467,16,17,"BASE - Delta: 10, 1/10 ",60
B,1,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",60
A,0.7,0.333333333333333,-0.811401351899508,0.983192482680775,2,3,"BASE - Delta: 10, 1/10 ",61
B,0.7,-1,-1,-1,1,2,"BASE - Delta: 10, 1/10 ",61
A,0.8,0.666666666666667,-0.28246915799535,0.991578510971021,5,6,"BASE - Delta: 10, 1/10 ",61
B,0.8,-1,-1,-1,1,2,"BASE - Delta: 10, 1/10 ",61
A,0.9,0.714285714285714,-0.15744639408639,0.992779406276199,6,7,"BASE - Delta: 10, 1/10 ",61
B,0.9,-1,-1,-1,1,2,"BASE - Delta: 10, 1/10 ",61
A,1,0.75,-0.0530193417504132,0.993680552937496,7,8,"BASE - Delta: 10, 1/10 ",61
B,1,0,-0.97484176581315,0.97484176581315,1,2,"BASE - Delta: 10, 1/10 ",61
A,0.7,1,0.0814837471201992,1,6,6,"BASE - Delta: 10, 1/10 ",62
B,0.7,0,-0.97484176581315,0.97484176581315,1,2,"BASE - Delta: 10, 1/10 ",62
A,0.8,1,0.261166704894362,1,8,8,"BASE - Delta: 10, 1/10 ",62
B,0.8,0,-0.97484176581315,0.97484176581315,1,2,"BASE - Delta: 10, 1/10 ",62
A,0.9,1,0.536728476699767,1,14,14,"BASE - Delta: 10, 1/10 ",62
B,0.9,0,-0.97484176581315,0.97484176581315,1,2,"BASE - Delta: 10, 1/10 ",62
A,1,0.904761904761905,0.523680180126358,0.997590233103273,20,21,"BASE - Delta: 10, 1/10 ",62
B,1,0,-0.97484176581315,0.97484176581315,1,2,"BASE - Delta: 10, 1/10 ",62
A,0.7,0.75,-0.0530193417504132,0.993680552937496,7,8,"BASE - Delta: 10, 1/10 ",63
B,0.7,0,-0.97484176581315,0.97484176581315,1,2,"BASE - Delta: 10, 1/10 ",63
A,0.8,0.8,0.109967765943609,0.994942842911076,9,10,"BASE - Delta: 10, 1/10 ",63
B,0.8,0,-0.97484176581315,0.97484176581315,1,2,"BASE - Delta: 10, 1/10 ",63
A,0.9,0.818181818181818,0.174440166023235,0.995402055572372,10,11,"BASE - Delta: 10, 1/10 ",63
B,0.9,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,"BASE - Delta: 10, 1/10 ",63
A,1,0.846153846153846,0.279405129464245,0.996108743005307,12,13,"BASE - Delta: 10, 1/10 ",63
B,1,-0.666666666666667,-0.991578510971021,0.28246915799535,1,6,"BASE - Delta: 10, 1/10 ",63
A,0.7,0.142857142857143,-0.631896864719834,0.802023443114984,4,7,"BASE - Delta: 10, 1/10 ",64
B,0.7,-1,-1,0.204729271232949,0,4,"BASE - Delta: 10, 1/10 ",64
A,0.8,0.2,-0.47524384678611,0.756895483760346,6,10,"BASE - Delta: 10, 1/10 ",64
B,0.8,-1,-1,-0.0814837471201992,0,6,"BASE - Delta: 10, 1/10 ",64
A,0.9,0.444444444444444,-0.0696039311661123,0.806101574948881,13,18,"BASE - Delta: 10, 1/10 ",64
B,0.9,-1,-1,-0.261166704894362,0,8,"BASE - Delta: 10, 1/10 ",64
A,1,0.565217391304348,0.125938547526371,0.850793184702393,18,23,"BASE - Delta: 10, 1/10 ",64
B,1,-1,-1,-0.261166704894362,0,8,"BASE - Delta: 10, 1/10 ",64
A,0.7,1,-0.0436475002099628,1,5,5,"BASE - Delta: 10, 1/10 ",65
B,0.7,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",65
A,0.8,1,-0.0436475002099628,1,5,5,"BASE - Delta: 10, 1/10 ",65
B,0.8,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",65
A,0.9,0.818181818181818,0.174440166023235,0.995402055572372,10,11,"BASE - Delta: 10, 1/10 ",65
B,0.9,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",65
A,1,0.875,0.395358523130936,0.996837776554468,15,16,"BASE - Delta: 10, 1/10 ",65
B,1,0,-0.97484176581315,0.97484176581315,1,2,"BASE - Delta: 10, 1/10 ",65
A,0.7,1,0.327465766240114,1,9,9,"BASE - Delta: 10, 1/10 ",66
B,0.7,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",66
A,0.8,1,0.383005784362478,1,10,10,"BASE - Delta: 10, 1/10 ",66
B,0.8,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",66
A,0.9,1,0.430171694163691,1,11,11,"BASE - Delta: 10, 1/10 ",66
B,0.9,-1,-1,0.415196452357427,0,3,"BASE - Delta: 10, 1/10 ",66
A,1,0.866666666666667,0.361030866843394,0.996627139517295,14,15,"BASE - Delta: 10, 1/10 ",66
B,1,-1,-1,0.415196452357427,0,3,"BASE - Delta: 10, 1/10 ",66
A,0.7,0.666666666666667,-0.28246915799535,0.991578510971021,5,6,"BASE - Delta: 10, 1/10 ",67
B,0.7,1,1,1,,,"BASE - Delta: 10, 1/10 ",67
A,0.8,0.666666666666667,-0.28246915799535,0.991578510971021,5,6,"BASE - Delta: 10, 1/10 ",67
B,0.8,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",67
A,0.9,0.818181818181818,0.174440166023235,0.995402055572372,10,11,"BASE - Delta: 10, 1/10 ",67
B,0.9,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",67
A,1,0.857142857142857,0.322631020136358,0.996386438681749,13,14,"BASE - Delta: 10, 1/10 ",67
B,1,-1,-1,-0.0814837471201992,0,6,"BASE - Delta: 10, 1/10 ",67
A,0.7,1,0.383005784362478,1,10,10,"BASE - Delta: 10, 1/10 ",68
B,0.7,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",68
A,0.8,1,0.470703061205898,1,12,12,"BASE - Delta: 10, 1/10 ",68
B,0.8,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",68
A,0.9,0.888888888888889,0.454112800653263,0.997188887665261,17,18,"BASE - Delta: 10, 1/10 ",68
B,0.9,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",68
A,1,0.894736842105263,0.479438691609572,0.997336742391641,18,19,"BASE - Delta: 10, 1/10 ",68
B,1,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",68
A,0.7,0.555555555555556,-0.200187147432624,0.943710053044203,7,9,"BASE - Delta: 10, 1/10 ",69
B,0.7,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",69
A,0.8,0.538461538461539,-0.0762630784680818,0.899237853017697,10,13,"BASE - Delta: 10, 1/10 ",69
B,0.8,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",69
A,0.9,0.647058823529412,0.131364254311432,0.924029863858748,14,17,"BASE - Delta: 10, 1/10 ",69
B,0.9,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",69
A,1,0.6,0.185925135442645,0.863377071975032,20,25,"BASE - Delta: 10, 1/10 ",69
B,1,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,"BASE - Delta: 10, 1/10 ",69
A,0.7,1,-0.204729271232949,1,4,4,"BASE - Delta: 10, 1/10 ",70
B,0.7,1,1,1,,,"BASE - Delta: 10, 1/10 ",70
A,0.8,1,-0.0436475002099628,1,5,5,"BASE - Delta: 10, 1/10 ",70
B,0.8,1,1,1,,,"BASE - Delta: 10, 1/10 ",70
A,0.9,1,0.261166704894362,1,8,8,"BASE - Delta: 10, 1/10 ",70
B,0.9,1,1,1,,,"BASE - Delta: 10, 1/10 ",70
A,1,1,0.383005784362478,1,10,10,"BASE - Delta: 10, 1/10 ",70
B,1,1,1,1,,,"BASE - Delta: 10, 1/10 ",70
A,0.7,1,-0.683772233983162,1,2,2,"BASE - Delta: 10, 1/10 ",71
B,0.7,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",71
A,0.8,1,-0.204729271232949,1,4,4,"BASE - Delta: 10, 1/10 ",71
B,0.8,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",71
A,0.9,1,0.0814837471201992,1,6,6,"BASE - Delta: 10, 1/10 ",71
B,0.9,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",71
A,1,1,0.180767205549993,1,7,7,"BASE - Delta: 10, 1/10 ",71
B,1,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",71
A,0.7,1,0.180767205549993,1,7,7,"BASE - Delta: 10, 1/10 ",72
B,0.7,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",72
A,0.8,1,0.383005784362478,1,10,10,"BASE - Delta: 10, 1/10 ",72
B,0.8,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",72
A,0.9,1,0.470703061205898,1,12,12,"BASE - Delta: 10, 1/10 ",72
B,0.9,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",72
A,1,1,0.536728476699767,1,14,14,"BASE - Delta: 10, 1/10 ",72
B,1,-1,-1,0.95,0,1,"BASE - Delta: 10, 1/10 ",72
A,0.7,1,-0.683772233983162,1,2,2,"BASE - Delta: 10, 1/10 ",73
B,0.7,-1,-1,0.415196452357427,0,3,"BASE - Delta: 10, 1/10 ",73
A,0.8,1,-0.204729271232949,1,4,4,"BASE - Delta: 10, 1/10 ",73
B,0.8,-1,-1,0.415196452357427,0,3,"BASE - Delta: 10, 1/10 ",73
A,0.9,0.714285714285714,-0.15744639408639,0.992779406276199,6,7,"BASE - Delta: 10, 1/10 ",73
B,0.9,-1,-1,0.204729271232949,0,4,"BASE - Delta: 10, 1/10 ",73
A,1,0.833333333333333,0.230407669698112,0.99578481353628,11,12,"BASE - Delta: 10, 1/10 ",73
B,1,-0.6,-0.989898473241064,0.432835872236179,1,5,"BASE - Delta: 10, 1/10 ",73
A,0.7,0.714285714285714,-0.15744639408639,0.992779406276199,6,7,"BASE - Delta: 10, 1/10 ",74
B,0.7,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",74
A,0.8,0.454545454545455,-0.219485119144842,0.879564531654187,8,11,"BASE - Delta: 10, 1/10 ",74
B,0.8,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",74
A,0.9,0.571428571428572,-0.0159513540969437,0.906841424220265,11,14,"BASE - Delta: 10, 1/10 ",74
B,0.9,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,"BASE - Delta: 10, 1/10 ",74
A,1,0.565217391304348,0.125938547526371,0.850793184702393,18,23,"BASE - Delta: 10, 1/10 ",74
B,1,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,"BASE - Delta: 10, 1/10 ",74
A,0.7,1,-0.204729271232949,1,4,4,"BASE - Delta: 10, 1/10 ",75
B,0.7,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",75
A,0.8,1,0.180767205549993,1,7,7,"BASE - Delta: 10, 1/10 ",75
B,0.8,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",75
A,0.9,0.846153846153846,0.279405129464245,0.996108743005307,12,13,"BASE - Delta: 10, 1/10 ",75
B,0.9,-1,-1,0.683772233983162,0,2,"BASE - Delta: 10, 1/10 ",75
A,1,0.857142857142857,0.322631020136358,0.996386438681749,13,14,"BASE - Delta: 10, 1/10 ",75
B,1,-1,-1,0.415196452357427,0,3,"BASE - Delta: 10, 1/10 ",75
A,0.7,1,-0.0436475002099628,1,5,5,"BASE - Delta: 10, 1/10 ",76
B,0.7,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,"BASE - Delta: 10, 1/10 ",76
A,0.8,1,0.0814837471201992,1,6,6,"BASE - Delta: 10, 1/10 ",76
